Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Cluster,PCA1,PCA2
17323.0,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,33,2786,0,1,0,0,0,0,0,1,0,0,41,36,0,0,-2.676880974901927,-1.0601348813674956
82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,74,2741,0,0,1,0,0,0,0,0,0,1,1270,1225,2,1,3.58891753734253,0.7624120591627134
41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,40,2711,0,1,0,0,0,0,0,1,0,0,92,88,0,3,-2.63257685373571,0.6691648031639793
37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,74,2826,0,0,0,1,0,0,0,1,0,0,289,261,0,2,-0.39760778593517154,0.3774594712246497
76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,71,2617,0,1,0,0,0,0,0,0,1,0,1606,1430,1,2,4.031822617325937,2.525927237428985
33812.0,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,35,2762,0,0,1,0,0,1,0,0,0,0,94,55,0,0,-2.0593135585062488,-0.9453156854375367
37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,38,2849,0,1,0,0,0,0,0,1,0,0,268,220,0,0,-0.7803951882429568,-0.4322586140449459
2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,41,2698,0,1,0,0,0,0,0,1,0,0,1729,1728,0,1,3.0255799992224386,0.7031006196608162
58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,71,2712,0,1,0,0,0,0,0,0,0,1,953,934,1,2,0.302494299845311,2.1318263301278457
65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,66,2328,0,1,0,0,0,0,0,0,0,1,539,534,0,2,0.458095748756077,1.0240443358537046
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,69,2627,0,0,0,1,0,0,0,1,0,0,345,246,0,2,-0.6956812837208809,3.2876603702355505
18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,51,2702,0,0,1,0,0,0,0,1,0,0,62,49,0,0,-2.206277369702353,-0.4445887761079506
53359.0,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,44,2557,0,1,0,0,0,0,0,1,0,0,216,175,0,3,-1.7484285400280561,1.1506811905485606
38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,31,2553,0,1,0,0,0,0,0,1,0,0,121,111,0,0,-1.8962165387479677,-1.6788243025308214
84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,55,2378,0,1,0,0,0,0,0,0,0,1,1672,1672,1,1,4.665893481009082,-1.3180820686325574
10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,31,2197,1,0,0,0,0,0,0,0,1,0,26,22,0,0,-2.6017400181875354,-1.7396391381177536
38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,57,2573,0,0,0,1,0,0,0,0,1,0,229,140,0,3,-0.27011762163716646,-1.1233162126007181
40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,50,2786,0,0,0,1,0,0,0,1,0,0,117,114,1,3,-1.762099702992141,0.4252649680395976
46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,68,2767,1,0,0,0,0,0,0,0,0,1,259,216,0,2,-0.792366142263297,3.099589616923929
68657.0,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,74,2653,0,1,0,0,0,0,0,0,1,0,1174,1152,0,1,2.5476207696273523,-0.31578691321472535
49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,69,2463,0,0,1,0,0,0,0,0,1,0,62,59,0,3,-2.4782277086404756,0.23328567580296003
67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,50,2339,0,1,0,0,0,0,0,0,0,1,878,843,0,2,1.7101817928567513,1.2924249126595522
23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,44,2459,0,1,0,0,0,1,0,0,0,0,45,9,0,0,-2.6843856698064683,-0.5873284782445182
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,47,2297,0,0,0,0,1,0,0,1,0,0,63,59,0,3,-2.086172836429601,-0.4990997203219932
48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,77,2672,1,0,0,0,0,0,0,0,0,1,860,818,1,1,2.242142545664363,0.5155990078009404
80011.0,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,40,2585,0,1,0,0,0,0,0,1,0,0,1293,1191,0,1,4.05975914632092,-0.12855352143937718
20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,35,2633,0,1,0,0,0,0,0,0,1,0,46,39,0,0,-3.1201164480201715,-0.8017554701700015
21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,63,2711,0,0,0,1,0,0,0,1,0,0,19,16,0,3,-2.461026820995992,-0.06588059665192192
7500.0,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,45,2429,0,1,0,0,0,0,0,0,1,0,19,7,0,0,-3.0806821845074324,-1.004222088306724
79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,44,2160,0,0,1,0,0,0,0,1,0,0,810,636,0,1,3.7813217925040896,-2.801330384645748
7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,24,2756,0,1,0,0,0,1,0,0,0,0,72,22,0,0,-2.374573609930929,-0.3770792992852384
41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,52,2560,0,0,0,1,0,0,0,1,0,0,42,29,0,0,-2.895456095583063,-0.5724652083633821
72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,66,2757,0,1,0,0,0,0,0,0,0,1,1281,1243,0,2,1.634177593820182,3.6823394618293492
65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,63,2207,0,0,0,0,1,0,0,1,0,0,493,479,0,2,0.9355940327614302,-0.46096248030605286
79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,56,2846,0,1,0,0,0,0,0,0,1,0,1661,1629,0,1,5.15323272123288,-0.44815685295553137
35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,43,2702,0,0,1,0,0,0,0,1,0,0,69,66,0,0,-2.575030308343873,-0.7379309534933293
82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,43,2181,1,0,0,0,0,0,0,1,0,0,1376,1135,2,1,5.131394280107518,-2.1195004094837375
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,42,2541,0,1,0,0,0,0,0,1,0,0,497,388,0,2,0.21250889723515556,1.7161661982063259
82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,65,2746,0,0,0,1,0,0,0,0,1,0,1767,1577,1,1,6.371721917210548,-0.49675434268480273
70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,54,2612,1,0,0,0,0,0,0,1,0,0,1053,1013,0,1,3.2685663933968705,-1.1984368295661674
27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,32,2221,0,0,1,0,0,0,0,1,0,0,24,19,0,0,-2.66018927727052,-2.4468788441359313
55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,52,2277,0,1,0,0,0,0,0,0,0,1,475,432,0,2,-0.3991302569696411,1.46184757265104
75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,38,2519,0,0,1,0,0,0,0,0,1,0,1358,1278,2,1,3.2947111209279676,-1.4377492749348544
66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,45,2819,0,0,0,1,0,0,0,1,0,0,606,600,0,2,0.30261013410224297,1.2418127226701707
61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,68,2655,0,0,1,0,0,0,0,1,0,0,715,546,0,2,1.3679171199002882,2.9407050045439336
67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,69,2542,0,0,0,0,1,0,0,0,0,1,600,594,0,2,0.45729160661826096,1.3176784909344499
70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,72,2364,0,0,0,1,0,0,0,1,0,0,1046,1016,0,1,2.6621973966351242,-0.9388466135991976
25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,49,2563,0,1,0,0,0,0,0,1,0,0,19,4,0,0,-2.8853545599405703,-1.1481332642035824
32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,53,2208,0,0,0,1,0,0,0,1,0,0,11,11,0,3,-3.1683687594445553,-0.7398250817255393
88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,41,2261,0,0,1,0,0,1,0,0,0,0,1236,1198,2,1,4.003749414235732,0.3649071625903828
69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,62,2434,0,0,0,1,0,0,0,1,0,0,544,435,0,2,1.5271324486463134,0.3497714360974254
74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,50,2606,0,0,0,1,0,0,0,1,0,0,1489,1416,0,2,1.8861955567067197,2.3726824766074954
66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,66,2815,0,1,0,0,0,0,0,0,1,0,1241,1229,0,1,3.294421819626595,-0.3733162773573148
65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,61,2628,0,1,0,0,0,0,0,1,0,0,777,691,0,2,2.6055655761737326,2.2162116580658884
60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,45,2609,0,1,0,0,0,0,0,0,0,1,642,623,1,2,-0.31492534304668224,2.4493830139145127
28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,68,2219,0,1,0,0,0,0,0,1,0,0,56,47,0,3,-1.5053079658755515,-1.5857727487633888
40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,43,2716,1,0,0,0,0,0,0,1,0,0,12,11,0,0,-2.7819026260091197,-1.1927621716823922
75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,48,2830,0,1,0,0,0,0,0,0,1,0,1872,1854,0,1,4.136999856063319,-0.7207338766869437
75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,44,2784,0,0,1,0,0,0,0,1,0,0,2158,2107,1,1,5.722437422577743,-1.3084749121171597
26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,44,2457,0,0,0,1,0,1,0,0,0,0,9,0,0,0,-2.277163997427041,-1.9549475872586675
56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,55,2702,0,0,0,1,0,0,0,1,0,0,641,590,1,2,0.22236547324118874,1.5060990798255522
29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,35,2828,0,0,1,0,0,0,0,1,0,0,148,131,0,0,-2.4376288666807078,0.20551060295710097
26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,51,2530,0,1,0,0,0,0,0,1,0,0,12,8,0,0,-3.094754753550282,-1.2009938937926579
23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,47,2520,0,1,0,0,0,1,0,0,0,0,56,33,0,0,-2.7721154347393315,-0.37250897710768044
81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,33,2283,1,0,0,0,0,0,0,1,0,0,702,626,0,1,2.9711474570539185,-2.0652098704979056
29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,60,2481,0,1,0,0,0,0,0,1,0,0,53,50,0,3,-2.7700508669365695,0.182784698149441
36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,50,2507,0,1,0,0,0,0,0,0,1,0,146,141,1,3,-2.4921922800946166,1.170484230069144
50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,63,2191,0,0,1,0,0,0,0,1,0,0,338,304,2,3,-0.9236794561256852,1.4059188994304888
79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,47,2207,0,1,0,0,0,0,0,1,0,0,1221,1076,1,1,4.124503067050086,-2.005430891122337
54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,53,2318,0,0,0,1,0,0,0,1,0,0,187,180,0,3,-0.9228123672560334,-0.7434602217361931
42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,48,2257,0,0,1,0,0,0,0,0,1,0,28,24,0,0,-2.794555427662498,-1.5515637567134237
23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,50,2195,0,1,0,0,0,0,0,0,0,1,43,43,0,0,-2.684593260689085,-1.0356837085592803
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,37,2197,0,1,0,0,0,0,0,1,0,0,36,27,0,0,-2.7879251049074947,-1.9549714240324638
47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,60,2743,0,0,0,0,1,0,0,1,0,0,531,456,1,2,0.026334906251234236,2.7150146218510827
51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,48,2603,1,0,0,0,0,0,0,1,0,0,61,59,0,3,-2.561075601079709,0.21966297215073236
78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,69,2369,0,1,0,0,0,1,0,0,0,0,755,532,1,1,3.3347665278636307,-0.34946649441004507
50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,37,2533,0,1,0,0,0,0,0,0,0,1,399,388,0,2,0.2668103220150524,-1.0316146978480403
47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,60,2500,0,0,1,0,0,1,0,0,0,0,62,52,0,3,-2.1851044475357684,0.5257674939927252
34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,61,2250,0,0,1,0,0,0,0,0,0,1,50,45,0,3,-2.2902132280231866,-0.04860318594391943
85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,41,2594,0,0,0,1,0,0,0,1,0,0,1058,947,0,1,4.7653350011796425,0.2476243982524297
65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,75,2567,0,1,0,0,0,0,0,0,0,1,1039,958,0,1,2.4262580295558624,-0.1562994791843744
87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,61,2211,0,1,0,0,0,0,0,1,0,0,1059,1021,0,1,3.313566035112988,-2.200706572779835
24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,41,2360,0,0,0,1,0,0,1,0,0,0,20,11,0,0,-2.849946060104063,-1.8238940879217878
49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,56,2437,0,1,0,0,0,0,0,1,0,0,180,173,0,3,-2.088078025166784,1.0514276243823517
52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,51,2671,0,1,0,0,0,0,0,1,0,0,845,780,0,2,2.391960803213038,2.078534449897746
38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,42,2716,0,0,1,0,0,0,0,1,0,0,118,91,0,0,-2.2806486547649008,-0.4786571656391945
89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,60,2728,0,1,0,0,0,0,0,0,1,0,807,764,0,1,2.5480112028856667,-0.9982291651044436
77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,41,2398,0,0,0,1,0,0,0,1,0,0,890,811,0,1,2.8820959640255293,-0.2591383715145705
68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,29,2755,0,0,1,0,0,0,0,0,0,1,1734,1648,1,1,2.4018655185434747,0.4694677194375429
57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,57,2163,0,0,0,1,0,0,0,0,1,0,548,488,1,2,-0.048645022137133745,1.4474632139730101
86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,29,2702,0,0,1,0,0,0,0,1,0,0,708,686,2,1,2.1708918454731188,-0.6799999243125505
43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,40,2723,0,1,0,0,0,0,0,0,0,1,479,407,0,2,-0.7604900458148806,1.1128428938961725
50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,58,2451,0,0,1,0,0,0,0,1,0,0,87,60,0,3,-2.2080025006532806,0.16813185563469188
90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,50,2315,0,1,0,0,0,0,0,1,0,0,1691,1658,2,1,4.682550584406193,-2.808955668990765
36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,42,2654,0,1,0,0,0,1,0,0,0,0,457,337,0,2,0.44729504696800243,0.7699393209484285
30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,53,2512,0,0,0,1,0,1,0,0,0,0,51,21,0,3,-2.4844692053327986,-0.1482404233243573
21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,51,2386,0,0,0,1,0,0,0,1,0,0,30,27,0,0,-2.8443406747109354,-1.115324662959561
56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,0,0,0,1,0,0,0,0,1,0,612,564,0,2,1.287643369216766,1.4461035819508834
32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,53,2284,0,0,1,0,0,0,0,0,1,0,70,60,0,0,-2.476600583450376,-1.0089101425833285
19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,35,2457,0,1,0,0,0,0,0,0,1,0,23,16,0,0,-3.6479250154245535,-1.3894836517421487
30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,44,2592,1,0,0,0,0,0,0,1,0,0,41,39,0,0,-2.8801867146608875,-1.1869409664428294
101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,37,2633,0,0,1,0,0,0,0,1,0,0,967,799,3,1,4.059142014499597,-0.5160663824453718
71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,55,2655,0,0,0,1,0,1,0,0,0,0,387,215,0,2,1.495024250362999,-0.5552693365391619
79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,36,2593,0,0,1,0,0,0,0,1,0,0,1707,1491,0,1,5.163159067891956,-2.1938835762305064
54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,67,2180,0,1,0,0,0,0,0,0,1,0,86,82,0,3,-2.2920838662538956,0.008401895705412008
77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,64,2209,0,0,0,1,0,0,0,0,0,1,649,637,0,2,0.5075893831817611,1.1992604496356343
62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,68,2431,0,1,0,0,0,0,0,1,0,0,405,347,0,2,0.9192934234551114,1.1351545012008493
61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,62,2635,0,0,1,0,0,0,0,0,1,0,591,550,0,2,-0.4445527801072054,3.1921797011250486
73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,51,2298,0,1,0,0,0,0,0,1,0,0,595,465,0,1,1.989486605823216,-0.8244838419192183
41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,56,2478,0,1,0,0,0,0,0,0,0,1,256,233,0,3,-1.980722223530306,1.783391071753062
62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,53,2628,0,0,0,1,0,0,0,0,0,1,1482,1482,1,1,3.0059799033787784,-0.6230739742750263
9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,44,2849,1,0,0,0,0,0,1,0,0,0,20,11,0,0,-3.2624482764460296,-0.4898253116186778
33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,61,2516,0,1,0,0,0,0,0,0,0,1,90,74,0,3,-3.1232794166057345,0.6986218774184892
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,47,2200,0,0,1,0,0,0,0,0,0,1,29,9,1,3,-2.729971090427283,-0.7956844926332775
36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,55,2495,1,0,0,0,0,0,0,0,0,1,34,30,0,3,-2.7988124103730017,0.2176778137052229
92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,28,2777,0,0,1,0,0,0,0,0,1,0,2057,2037,0,1,4.860639332429434,-1.2483305180410367
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,44,2386,0,0,0,1,0,0,0,0,1,0,1003,953,0,2,0.8568859264320263,0.49590782059396915
86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,58,2595,0,1,0,0,0,0,0,1,0,0,1259,1133,0,1,3.851194867793212,-0.6612483619946107
68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,46,2464,0,0,1,0,0,0,0,0,0,1,838,805,0,2,1.4784122940657665,1.38156048879611
41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,32,2626,0,0,0,1,0,0,0,1,0,0,196,80,0,0,-1.144595525172335,-0.5416409334754936
59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,44,2778,0,1,0,0,0,0,0,1,0,0,828,779,0,2,0.3252687677820843,2.108208420783348
23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,45,2768,0,1,0,0,0,0,0,1,0,0,52,36,0,0,-2.604053186499209,-0.9648709392609108
